Step,v_hf_bsurf,v_hf_bsolv
455060,23389512000,15042274000
455080,38427067000,18194906000
455100,-1.06645E+11,11040672000
455120,26804004000,27425263000
455140,44042384000,48004850000
455160,67427302000,-1675167100
455180,-50518255000,-1173309200
455200,-29263213000,-674875670
455220,36837969000,12896460000
455240,-1.16675E+11,-5728824300
455260,42713342000,-9087020200
455280,-1.05984E+11,-6712880900
455300,55192030000,698756470
455320,1.1122E+11,-8212208000
455340,-50463672000,-51346771000
455360,67250595000,-2853241200
455380,-93501679000,-15656806000
455400,75606104000,7881672300
455420,-43282770000,3760830900
455440,-72080938000,-23750913000
455460,42346743000,-4200034800
455480,-1.33865E+11,25140742000
455500,1.01153E+11,-15810067000
455520,-61722400000,25515294000
455540,72012146000,22936028000
455560,-34994372000,-10097538000
455580,27275495000,-7757572300
455600,80302463000,-19133123000
455620,-88315073000,-28201322000
455640,1.09615E+11,33605721000
455660,315342650,-23833243000
455680,-29704097000,14540735000
455700,1.12592E+11,15238570000
455720,-1.50676E+11,5610414100
455740,40289476000,-21850493000
455760,-1.28237E+11,-11452084000
455780,1.91131E+11,-33688167000
455800,-72634291000,-2009866800
455820,42850933000,36261178000
455840,-67631221000,9210289800
455860,42694261000,-14432607000
455880,91533849000,6645022900
455900,-1.14992E+11,-9551263800
455920,63345075000,-34809415000
455940,-50739647000,11424292000
455960,-38034020000,-3373999100
455980,99926408000,65642621000
456000,-26169025000,10591891000
456020,1.76993E+11,5249312300
456040,-83804169000,13094404000
456060,-54565965000,-30734201000
456080,1.2638E+11,13034659000
456100,-98349892000,-45067997000
456120,19287839000,-8460135500
456140,-1.61807E+11,-46427494000
456160,1.0813E+11,-9964991200
456180,-66677102000,-8075003100
456200,37729196000,-8029420500
456220,1.41008E+11,-14218436000
456240,-90072811000,1388298800
456260,1.03992E+11,9467270900
456280,-1.09446E+11,3433009000
456300,85062963000,15272961000
456320,-16298921000,-17464672000
456340,-17543434000,-6558313700
456360,-19180783000,-20526717000
456380,-21434807000,-2366322600
456400,1.18503E+11,15935755000
456420,-72721384000,-11398026000
456440,-33208898000,7884561400
456460,61783351000,38395021000
456480,-1.62845E+11,-22609192000
456500,1.35316E+11,-19080566000
456520,-86755948000,20257754000
456540,1.79272E+11,-22092337000
456560,-56433736000,22958696000
456580,-50641538000,18611986000
456600,8086419900,-15910510000
456620,-1.1324E+11,-15775343000
456640,1.37811E+11,5219730400
456660,-54008209000,-23628096000
456680,20320771000,-689013750
456700,-89975777000,-22956551000
456720,-505145330,-3651734500
456740,1.05256E+11,42800099000
456760,-63772009000,8292661000
456780,1.01895E+11,-24537436000
456800,-21377581000,-8942342100
456820,-1.13071E+11,-35879203000
456840,1.25165E+11,-7533572600
456860,-1.04392E+11,-6451923300
456880,56310575000,20981752000
456900,-1.06071E+11,-5988496800
456920,64710191000,22447484000
456940,23179367000,339105960
456960,53098821000,12141351000
456980,4411189000,11194035000
457000,-42819990000,1711697900
457020,-37408246000,13347838000
457040,-83902093000,-31463405000
457060,93448468000,7246187800
457080,-6782644400,20796609000
457100,-58790909000,-25297759000
457120,131505810,-464484250
457140,-69909936000,-21368642000
457160,1.86812E+11,-51633477000
457180,35126916000,4333445800
457200,-90903839000,-9235545100
457220,6748944800,-21635608000
457240,-98674023000,14237790000
457260,36969873000,12256320000
457280,-5240275300,-3570873200
457300,59448314000,-15919582000
457320,-1.21423E+11,-6443546300
457340,19853443000,4597822600
457360,71241170000,25233299000
457380,-94450577000,-16302307000
457400,68710803000,-61578610000
457420,-31009521000,-3032574200
457440,-88056308000,-29623918000
457460,99359706000,3849459400
457480,-33366980000,-38955668000
457500,24864094000,-8612807700
457520,-73894227000,12629237000
457540,-34606973000,1477791700
457560,61767986000,4140739500
457580,-1.14979E+11,1439813600
457600,48193406000,-16619881000
457620,-28697506000,22786581000
457640,43901036000,-1987787400
457660,-41469531000,36546432000
457680,21716623000,19355513000
457700,-18684958000,9599255500
457720,-23034529000,10824857000
457740,90500480000,-6791530200
457760,-10240338000,10341727000
457780,45547803000,10589336000
457800,-80069637000,-29475776000
457820,-47683978000,4394239200
457840,67308954000,-29977925000
457860,-1.05566E+11,-1494001300
457880,1.53888E+11,-22264518000
457900,-1.02929E+11,-11124924000
457920,-67042863000,4084829700
457940,92388972000,-2465482300
457960,-1.16153E+11,17473761000
457980,61676851000,-6039935000
458000,-1.6199E+11,7975621500
458020,24573837000,26264423000
458040,87353496000,9474821500
458060,-77925319000,6958008400
458080,80127882000,11635221000
458100,-54571098000,11854815000
458120,47120342000,18679347000
458140,-82691336000,-11365207000
458160,38926398000,-24785544000
458180,-53452789000,16630203000
458200,-7777624800,-7814536700
458220,1.26045E+11,31286895000
458240,-94184474000,4284864600
458260,82534506000,-24608473000
458280,-64687271000,-6963980100
458300,19880464000,17598203000
458320,1.12201E+11,13711362000
458340,-74618745000,35000718000
458360,65103395000,8854053800
458380,-3414751000,-34275813000
458400,-58749837000,-1302080200
458420,24215232000,17750117000
458440,-53669508000,17925341000
458460,62339989000,25623938000
458480,-69835638000,1282502700
458500,79675289000,-41622381000
458520,-65941616000,2116462500
458540,-13313127000,14343673000
458560,56646554000,-48548663000
458580,-81887726000,-15063930000
458600,1.50503E+11,27433847000
458620,-27248704000,51133955000
458640,-19119755000,35431107000
458660,49652715000,-30006115000
458680,-46812618000,-10928787000
458700,70368685000,7869573000
458720,15597531000,16364967000
458740,25391339000,14402203000
458760,-61194850000,19605336000
458780,-11666162000,6903141500
458800,-48231715000,-1979433900
458820,42837060000,26643469000
458840,-2303371900,2990839500
458860,-72091038000,-10527678000
458880,17553461000,-31826820000
458900,62041818000,-33867484000
458920,-458378990,20854828000
458940,1.04542E+11,25561509000
458960,-1.14051E+11,20665252000
458980,70382552000,2764821400
459000,-71555980000,8857838200
459020,85600723000,-17569495000
459040,8437078300,-47593822000
459060,-9409077800,-26010777000
459080,4317735000,-44009867000
459100,-1.15079E+11,7268622800
459120,39035639000,4992119000
459140,-54307221000,47027438000
459160,-30606228000,2940960200
459180,49619970000,-19029597000
459200,21718678000,-17865399000
459220,-2298089200,-32155915000
459240,-32448107000,4648681200
459260,85745438000,-28465149000
459280,-15621761000,-1870052100
459300,-51901052000,4098816900
459320,1.05859E+11,18371326000
459340,-32956770000,182015060
459360,1.15083E+11,-12305043000
459380,-74251624000,-2733896000
459400,-563284980,-8041253000
459420,-30579597000,12460528000
459440,-59875692000,6409093100
459460,3603585200,-12730154000
459480,88966510000,21072882000
459500,-27866077000,-10466566000
459520,-23911881000,16618796000
459540,-35311074000,28741665000
459560,34016599000,5838089300
459580,-70745013000,10882453000
459600,1.0519E+11,-17570125000
459620,-47096897000,10741019000
459640,1.10303E+11,-27210749000
459660,8653547900,28180027000
459680,-35946838000,18294701000
459700,42715045000,-1680279400
459720,-1.08585E+11,-31298781000
459740,23272607000,-40251474000
459760,-73343745000,-17363111000
459780,16759518000,-24814723000
459800,95981082000,-2022444100
459820,-82800972000,-2262040800
459840,41633593000,33208928000
459860,-54402114000,42731214000
459880,62241310000,20273524000
459900,-25835352000,15259519000
459920,-28416606000,-782920010
459940,56444858000,14580111000
459960,-43237282000,12939740000
459980,13516889000,-19135959000
460000,-88259833000,20954497000
460020,1.29634E+11,-45577830000
460040,-65761969000,-4872645200
460060,9892565400,-6939244400
460080,-2000910300,8822154700
460100,-21482579000,-27428268000
460120,44921111000,33335639000
460140,-21849990000,16168335000
460160,-51177428000,-4290432600
460180,6961710300,11038454000
460200,41706587000,9113933800
460220,-45525612000,5710818400
460240,-5082756700,23757326000
460260,48631408000,7404626000
460280,27016805000,17718852000
460300,-4887337800,-1192513500
460320,16068873000,2253464600
460340,-1.5504E+11,8694127000
460360,61200268000,19937684000
460380,-38842604000,-15532698000
460400,55474439000,-21811895000
460420,74024677000,-10489441000
460440,-19599618000,12376093000
460460,13533328000,-8366981300
460480,-34426359000,1765427000
460500,-26201312000,11711529000
460520,58034890000,20336699000
460540,-18157064000,-16485508000
460560,20271740000,-51200740000
460580,-36585379000,1402316400
460600,-16594745000,1126453200
460620,-35297475000,-1185613900
460640,20100635000,-1112110800
460660,64138391000,42835105000
460680,-37228295000,-24548923000
460700,41151437000,-29630974000
460720,-52585275000,-20507463000
460740,-12392707000,-48451810000
460760,28912849000,-5944623400
460780,-51626547000,-4083897200
460800,-30200219000,48520124000
460820,33577598000,44624080000
460840,-18133089000,-30659245000
460860,82393407000,2865262200
460880,13269171000,2454780300
460900,-67137176000,34163878000
460920,-232829270,7589655500
460940,-44609571000,21816329000
460960,-19565814000,-25008825000
460980,60359521000,-9746273500
461000,64295083000,28292102000
461020,-39281449000,-58224051000
461040,-17677335000,4915086700
461060,4429017200,-20291042000
461080,-17821527000,-16757935000
461100,21296662000,21523246000
461120,-62937752000,13059111000
461140,15176469000,-41432087000
461160,-98972661000,-4634520100
461180,5852008900,12269270000
461200,-10445818000,35596134000
461220,-346295300,46093871000
461240,33734625000,55188869000
461260,-3128839100,21543055000
461280,7431041000,16677768000
461300,87680004000,-33969782000
461320,-27735733000,28984281000
461340,57471770000,5849187200
461360,-1.57051E+11,4701081700
461380,-2684156600,-47376755000
461400,-20933925000,-14756264000
461420,55295225000,-62024714000
461440,41157763000,-31586292000
461460,-65619801000,-2319855000
461480,13341196000,38228604000
461500,-84783858000,-25924039000
461520,42088769000,16899715000
461540,-5866216700,4289252900
461560,38416529000,-1253391800
461580,1543668600,20134194000
461600,-1.00679E+11,14452783000
461620,-25305958000,-27800210000
461640,52406736000,-6122172000
461660,36864228000,-8066927100
461680,-18014437000,11571144000
461700,-18367677000,32583519000
461720,-1.15351E+11,21655150000
461740,-36544881000,22219964000
461760,58952464000,28214670000
461780,1381342500,-15142957000
461800,-1.11091E+11,29954087000
461820,1.02302E+11,-24909217000
461840,-87165346000,-902217370
461860,63875583000,-18988773000
461880,18354372000,-12499215000
461900,-11093070000,-56508070000
461920,-40448472000,35339289000
461940,-77412328000,26882154000
461960,66040079000,23905943000
461980,-1.12918E+11,37701924000
462000,1.26138E+11,-3622111900
462020,-18531355000,16222128000
462040,-1.9318E+11,-22525274000
462060,51255504000,12982567000
462080,-52095700000,-4658536900
462100,1.15E+11,14862177000
462120,-1.11829E+11,-1285611500
462140,-14063836000,-8683261300
462160,27682222000,-37703330000
462180,-20032814000,-7885441100
462200,54537316000,7835748400
462220,1.27376E+11,-8862997200
462240,-1.27295E+11,-9294281400
462260,18134626000,-540608990
462280,13007507000,-3730828000
462300,4153754800,1552940400
462320,-76998717000,6681864000
462340,74422771000,-14200691000
462360,13054528000,-13160122000
462380,-6529004300,1246840800
462400,36273485000,-3240617400
462420,-19267980000,22014126000
462440,1.37032E+11,-23281567000
462460,-1.49713E+11,-3637126700
462480,17738610000,12398399000
462500,-6781657600,21900343000
462520,-17164675000,22783456000
462540,55111277000,28475146000
462560,-95898235000,33348308000
462580,20208097000,-17155471000
462600,-17121653000,44057603000
462620,-249748150,-15743226000
462640,38986134000,-33849741000
462660,-1042652500,3562822500
462680,56591319000,-12704440000
462700,-1.01295E+11,20592669000
462720,-3059929600,15976349000
462740,-51038810000,8955388400
462760,-51921868000,30739749000
462780,68877925000,-3462874200
462800,-94333718000,-3398746500
462820,6284854500,5362366000
462840,-1.83005E+11,-3789418200
462860,1.26296E+11,-18430595000
462880,-64560243000,4552482500
462900,31770052000,-26601673000
462920,87957576000,-2139608600
462940,-1.11202E+11,3601996700
462960,1.35415E+11,-3616159300
462980,-75012150000,25935769000
463000,-39226786000,24272797000
463020,50052259000,-5430902800
463040,44183730000,-19315953000
463060,86020814000,-23862329000
463080,-1.39752E+11,-1965047100
463100,68346427000,-5336259000
463120,-51668550000,-5247779700
463140,4751166700,-4076439900
463160,88450053000,30959713000
463180,-1.9722E+11,2215787100
463200,1.53811E+11,5228867900
463220,-60767678000,14533370000
463240,36433445000,-6856598100
463260,-24284266000,16228420000
463280,-95549350000,-15742356000
463300,48874097000,-22289072000
463320,-81762658000,5291912300
463340,1.26171E+11,-48689724000
463360,25781447000,31099521000
463380,-24723770000,4433991200
463400,-9755853500,20179177000
463420,-35294601000,21742360000
463440,3526034100,-14142415000
463460,49407212000,31224526000
463480,22924538000,3435984400
463500,-31414034000,6754518200
463520,21393086000,-34871740000
463540,-1.09149E+11,-17253785000
463560,10291523000,-8186512800
463580,1.13273E+11,12888813000
463600,-19628965000,5904998500
463620,6645963200,2594110900
463640,-45620679000,-23815480000
463660,-15395864000,-14759172000
463680,73032129000,-21514362000
463700,-1.15647E+11,24610257000
463720,-17932292000,-6519684500
463740,-59409874000,-601221110
463760,1.25061E+11,-28928519000
463780,-65734212000,-7524539800
463800,-25142703000,10749339000
463820,1.27505E+11,-13893188000
463840,-7730274400,-2309983300
463860,61365154000,-20065237000
463880,-1.00362E+11,-13339220000
463900,54186480000,19467586000
463920,-73845136000,-37287390000
463940,14602851000,11324560000
463960,81607073000,21615001000
463980,-1.08924E+11,-8797464900
464000,-40936962000,29546503000
464020,-18337409000,-8025727900
464040,-26254540000,-12232918000
464060,13404501000,-13920705000
464080,-1.31635E+11,-18944104000
464100,1.0775E+11,6020093900
464120,10992978000,32618130000
464140,-28129574000,10220360000
464160,-1.02996E+11,-5787433200
464180,78473562000,8337131700
464200,11428776000,-18084962000
464220,-35389904000,-2682581700
464240,41084675000,-9596090200
464260,54007708000,-34031476000
464280,10197843000,8070442600
464300,10368573000,25203545000
464320,-78694185000,6509829900
464340,72620613000,26772427000
464360,-24177926000,12992175000
464380,1.31326E+11,9772172800
464400,-54658114000,-7243147100
464420,-9984789100,-231286860
464440,6113104700,-1504686900
464460,-30311888000,50315848000
464480,11113628000,6748116200
464500,64606460000,24914667000
464520,57267479000,-8607706600
464540,512324190,-11242799000
464560,-58550732000,-10931707000
464580,1.44078E+11,-51280877000
464600,-72519933000,-27773587000
464620,59622187000,-6140831700
464640,-37529511000,-1011975100
464660,-36060142000,43514656000
464680,47827842000,25024299000
464700,-1.4467E+11,6089893100
464720,1.06337E+11,38087336000
464740,9151295600,-18666176000
464760,-43269513000,14918438000
464780,30867910000,-60952508000
464800,14722989000,27294979000
464820,8473454300,12589828000
464840,35161908000,3912454600
464860,-75639878000,22106608000
464880,29476483000,12243814000
464900,-67577140000,10632887000
464920,1.09952E+11,29660662000
464940,23024264000,-22507519000
464960,61675126000,-4437187500
464980,-40749441000,-31754736000
465000,-54842655000,-16175359000
465020,76017769000,-52193540000
465040,-19665706000,-786632350
465060,41067169000,-19160606000
465080,-95225109000,784496010
465100,-75522850000,23523201000
465120,46047027000,35280874000
465140,11697357000,27901174000
465160,68079823000,29847772000
465180,-88007252000,6261747600
465200,-7124899800,21457050000
465220,31087811000,-16614618000
465240,-46348589000,12399636000
465260,1.04632E+11,19826577000
465280,-64749112000,24793227000
465300,32308262000,-12849189000
465320,58679014000,26972766000
465340,7033853100,-25183690000
465360,71594637000,13460407000
465380,-77650848000,-11164823000
465400,63647272000,12998445000
465420,-1.06555E+11,-6735946500
465440,1.48946E+11,26090135000
465460,15608399000,13517463000
465480,-26703667000,41245292000
465500,14502123000,21085789000
465520,-1.35328E+11,245592870
465540,36557311000,4324237300
465560,-1.10983E+11,23039965000
465580,64407682000,48307102000
465600,3358279400,17790034000
465620,43692206000,9562753700
465640,-9133632900,-5610914800
465660,-34287019000,-31414844000
465680,1.26562E+11,-31167952000
465700,-71321729000,-40642328000
465720,-21004105000,-2183935800
465740,-15512726000,-3455515700
465760,-53461251000,9450260000
465780,1.09607E+11,9200324100
465800,-75184100000,508184600
465820,1.52269E+11,8532130200
465840,46529116000,9647599200
465860,-81880769000,50868299000
465880,1.00939E+11,27309495000
465900,-56244458000,-11001393000
465920,31198433000,-10138727000
465940,-11125528000,30316901000
465960,-68834626000,-2448147700
465980,2449978300,5081629400
466000,66376946000,-16749809000
466020,48773545000,20639533000
466040,-22825264000,-10027817000
466060,22018887000,24162826000
466080,-66517088000,396006920
466100,62888189000,7012926200
466120,43560473000,-2198877400
466140,-74617743000,-19806636000
466160,74763999000,389139210
466180,-1.03856E+11,-19346960000
466200,-3290180800,30904254000
466220,15062954000,-46219518000
466240,38890431000,2647322700
466260,5094335900,-21581018000
466280,-68026265000,25920217000
466300,12279101000,3620893500
466320,-31411226000,1064447500
466340,28336027000,-20586296000
466360,41683546000,6444717900
466380,-84139613000,-42708271000
466400,1.25481E+11,-10403123000
466420,-81136311000,28373763000
466440,-61453455000,24740632000
466460,77160182000,43135462000
466480,4736957700,21225347000
466500,53252576000,26129038000
466520,13702354000,33995395000
466540,-8028206700,2111219500
466560,-33180769000,23575988000
466580,32416893000,-35499161000
466600,67866018000,36570249000
466620,-50280772000,5107611100
466640,-47178949000,-226066660
466660,34322573000,26515919000
466680,5221921800,22405768000
466700,71464894000,-10726594000
466720,601761420,-16670054000
466740,-33752382000,-38436871000
466760,44552798000,1638877200
466780,-7209722000,-3351434400
466800,66186550000,-25199220000
466820,70376170000,-8504434900
466840,-1.39763E+11,-16916403000
466860,30221229000,-36791450000
466880,-47830847000,8923823400
466900,85615077000,10442427000
466920,92998989000,-28411576000
466940,-55176897000,25684293000
466960,-98870330000,14158827000
466980,-46438489000,35266293000
467000,77701486000,-15076199000
467020,-44363151000,-25861247000
467040,64686000000,-9645407400
467060,-1.57793E+11,7489700800
467080,44004416000,-4187329900
467100,40084744000,19860027000
467120,-74502857000,16099385000
467140,97320894000,-4668057700
467160,29713059000,-38375525000
467180,-52053948000,16767386000
467200,44798737000,-22944297000
467220,-34556295000,55133244000
467240,73236082000,-36295598000
467260,-50445032000,-13268731000
467280,65945227000,-11937072000
467300,-89544437000,-38006942000
467320,68907660000,-6460401000
467340,-14609119000,6149034.8
467360,33467434000,11712093000
467380,28483688000,1267235500
467400,-1.03044E+11,14756534000
467420,86282110000,9826692100
467440,45273917000,30557981000
467460,-59077797000,38835907000
467480,61551634000,19641722000
467500,-1.38223E+11,27149616000
467520,-27604511000,41174281000
467540,-1.08383E+11,11855659000
467560,61320494000,-11169924000
467580,45585927000,-9678510400
467600,12735864000,-35627555000
467620,-36632339000,4066904600
467640,-98510729000,9119580800
467660,-12244479000,-30304099000
467680,-23218004000,-13321712000
467700,91164394000,-24647452000
467720,82304007000,-617636490
467740,-3847563900,-17222305000
467760,-40132845000,-10000499000
467780,-1094121900,24882885000
467800,54062005000,-12699810000
467820,-1173407800,15189905000
467840,-83230789000,8832291600
467860,21474870000,31932389000
467880,-61997159000,25058080000
467900,20015628000,-6859985800
467920,45267132000,27103349000
467940,64502978000,-10895251000
467960,-77019454000,-7291766700
467980,-8387001600,3056577000
468000,-5098665900,-35975345000
468020,23716506000,338097180
468040,34539598000,-1849952100
468060,9631932800,26247090000
468080,-89685438000,-24973113000
468100,-636282420,-4990162900
468120,29104147000,876260410
468140,13548503000,12411833000
468160,-3843607700,26034734000
468180,-46442812000,1769243800
468200,-33549260000,20398366000
468220,14998043000,6477292200
468240,-49572668000,23634566000
468260,77455404000,26658927000
468280,29443691000,3628880700
468300,-80716293000,-11322704000
468320,-96417094000,-25975304000
468340,56518414000,3073782000
468360,-10824492000,-53008044000
468380,1.36237E+11,-16431994000
468400,-60281323000,-12718269000
468420,-91784170000,-33395099000
468440,46592115000,612429360
468460,1.03937E+11,8406492700
468480,-83617544000,1445410200
468500,15255374000,27788166000
468520,50500185000,45933914000
468540,-52246559000,-10640503000
468560,-43043404000,-7335255600
468580,56667083000,-3868229800
468600,8232129400,-10998677000
468620,-341641690,-10544607000
468640,14393866000,-6420328300
468660,-37514870000,-11978842000
468680,62340033000,-18207374000
468700,-8463531000,-18656134000
468720,-39018564000,-44777795000
468740,1863584200,14917421000
468760,-23749742000,-3495712500
468780,85718657000,11033990000
468800,-33112045000,-9464477300
468820,-38238434000,-4054665500
468840,-1901984700,1202115800
468860,-22931203000,13643952000
468880,61070902000,-2179892200
468900,17185659000,-5774056400
468920,39898112000,8502585900
468940,-78436990000,-43827267000
468960,40318799000,1449582200
468980,-46889666000,65379360000
469000,47379996000,23645499000
469020,5448169100,-21587755000
469040,-21644832000,-40008377000
469060,-82481042000,-8848378100
469080,-42730513000,496219170
469100,1.0359E+11,-41189129000
469120,-38776074000,-4087840600
469140,11657144000,-903790740
469160,-25763330000,11991340000
469180,38535491000,-1900909500
469200,87629051000,-19853735000
469220,-1.09305E+11,-3149477000
469240,51404763000,17831339000
469260,27761747000,1686193900
469280,-24875755000,25929018000
469300,91940201000,-33964901000
469320,-1.62899E+11,-7446162900
469340,79472125000,-46350299000
469360,-23931528000,-7147984100
469380,-56719349000,-43181282000
469400,20875021000,38807206000
469420,-93551971000,-1322044200
469440,66569721000,13618459000
469460,-40160110000,-3409378000
469480,1.05936E+11,-24827600
469500,42780072000,20690211000
469520,-41062525000,16858997000
469540,-4729124300,-36956009000
469560,-52460399000,19558884000
469580,44945094000,-1675353200
469600,-8698690200,9592322300
469620,3792465800,-12538802000
469640,15682829000,23314611000
469660,-11619051000,18843502000
469680,58291240000,9626133100
469700,-79215669000,25453752000
469720,68582753000,-14841858000
469740,25116970000,20317911000
469760,56434588000,19566650000
469780,-53520087000,-11495069000
469800,-27258989000,8417191100
469820,1.1683E+11,-35627607000
469840,-31239284000,22712982000
469860,22010980000,-30559268000
469880,-44373323000,-22660500000
469900,49045343000,176566510
469920,13502849000,-28547601000
469940,-61605965000,29818861000
469960,95005593000,-22623646000
469980,-90488569000,-20844491000
470000,-75000293000,11150543000
470020,-4000456000,-21243857000
470040,-58196305000,-321620170
470060,96531929000,-18634505000
470080,-33205211000,1177239800
470100,86297234000,2285293200
470120,-81524396000,27438555000
470140,32356537000,54545893000
470160,-3747128000,30751717000
470180,-77186600000,23507514000
470200,27939796000,16081713000
470220,-96654635000,-1660425700
470240,3191267000,4815210400
470260,54636965000,-41939989000
470280,-27435766000,-13417045000
470300,1.34902E+11,-10903422000
470320,-86547801000,-13086546000
470340,1.49941E+11,29956019000
470360,-40041020000,-6486945200
470380,-19560425000,23370101000
470400,25399103000,-26418307000
470420,-84588495000,-11598070000
470440,97602872000,6139038500
470460,-57032462000,370556180
470480,14278560000,-21558016000
470500,-36122879000,-3563664900
470520,-97548480000,379012830
470540,75615972000,25611979000
470560,-1.02099E+11,-14986187000
470580,-742313930,13501709000
470600,10337287000,-16098530000
470620,1.0686E+11,-23974718000
470640,-41211470000,9531949500
470660,3780841800,10114885000
470680,26026652000,37231537000
470700,-37845571000,11323908000
470720,72739163000,-48944277000
470740,-1.44561E+11,12320538000
470760,81594027000,-13751054000
470780,28315107000,2587677400
470800,-55257336000,-3924703100
470820,45938082000,-3368042600
470840,-16987045000,5169728300
470860,94308876000,3212648600
470880,15653856000,12695455000
470900,-16138521000,-17952419000
470920,22515226000,-15323106000
470940,-21275362000,-20487863000
470960,1174942000,37995431000
470980,49084764000,31622829000
471000,24622401000,-30350806000
471020,26456447000,-5571427000
471040,-16704905000,-9249926300
471060,57371480000,514175080
471080,-12022215000,58821627000
471100,-57258642000,11089244000
471120,58434860000,35843989000
471140,67160823000,-14781634000
471160,-51492852000,-40655129000
471180,-55326043000,-13824142000
471200,-4680663800,-15858920000
471220,-3527962300,7273867700
471240,46462517000,8381467900
471260,-58931598000,4705000700
471280,86463021000,25256149000
471300,4555952000,-1742663800
471320,-17231296000,45247103000
471340,-31956698000,16420628000
471360,-5149930900,8949553800
471380,-29031174000,14036693000
471400,-22150796000,159893570
471420,35927043000,10853125000
471440,-78484806000,-21764500000
471460,10025730000,13388779000
471480,6558067900,21639351000
471500,69431092000,8665566300
471520,-78696749000,27640536000
471540,41572565000,-1631550000
471560,-28642603000,19269545000
471580,-79088606000,-5912026500
471600,6214703100,-1759182900
471620,54560633000,25877305000
471640,-71704082000,22369541000
471660,1.19561E+11,-17362763000
471680,-45595883000,-11456899000
471700,48356048000,12057380000
471720,-7561194700,8231080900
471740,25216348000,-22234462000
471760,-39784857000,14566579000
471780,-14103589000,30377436000
471800,-23839364000,-14263396000
471820,68511227000,-2818656200
471840,-56549963000,-21925611000
471860,-21905259000,20718782000
471880,-7818255100,15463235000
471900,58842850000,-14802190000
471920,25411996000,-17405388000
471940,-2133001600,18910722000
471960,45455033000,19204760000
471980,-20345988000,-3125293400
472000,-39826214000,20721674000
472020,-14016314000,-23755472000
472040,35472350000,15831261000
472060,-2813506200,-27277537000
472080,-33777942000,-7232623900
472100,-26127090000,6526796700
472120,-25010340000,17705151000
472140,6664105800,32126742000
472160,17401921000,49693033000
472180,-47820620000,21952869000
472200,90813456000,10387929000
472220,-42362556000,27322487000
472240,-26051580000,14903772000
472260,1536750200,-6881296800
472280,96425567000,29087139000
472300,-23269077000,-12911774000
472320,50103872000,20793739000
472340,-12414455000,758622210
472360,-28255300000,17004737000
472380,27135146000,15495754000
472400,56784640000,31474379000
472420,-44416594000,25338369000
472440,20284516000,454378250
472460,11800778000,-26767169000
472480,-14665232000,-13556759000
472500,-35094583000,-8784724100
472520,41692732000,-6490075900
472540,-1.21107E+11,10342140000
472560,50230538000,-2008524700
472580,37800472000,13224509000
472600,-68995411000,17480861000
472620,57228491000,24275764000
472640,-85922010000,-1915801300
472660,-8138681400,15192169000
472680,61199178000,20131745000
472700,-22001528000,10576141000
472720,39820281000,14051441000
472740,-1.18715E+11,19090232000
472760,29480098000,-12175094000
472780,2071549500,6424593000
472800,-34743938000,-14432586000
472820,1.05961E+11,12667029000
472840,-40597006000,-21613315000
472860,1730760800,9027606000
472880,51622705000,-35821331000
472900,-63602696000,265400240
472920,8560959200,11297884000
472940,-20864340000,-704524170
472960,-69607284000,41953073000
472980,-23140710000,19635343000
473000,62206791000,4183454000
473020,-10707218000,-23645036000
473040,-45840515000,-53849543000
473060,48022843000,-25443293000
473080,-9734078000,-32502869000
473100,34549436000,-8500495100
473120,-23375124000,-5514188300
473140,26457853000,13587737000
473160,-28058507000,15311842000
473180,-94176855000,-14689681000
473200,35007210000,10621464000
473220,-13127184000,17349578000
473240,-2139036400,-6284676600
473260,-44270650000,44178898000
473280,13667393000,-14311288000
473300,36665434000,44441350000
473320,-44401024000,1656342800
473340,33113811000,42822737000
473360,-19547364000,16258053000
473380,-11700840000,29443996000
473400,-45917751000,-20331302000
473420,-5068465500,-15318996000
473440,54522224000,-26086153000
473460,-36667534000,-33668481000
473480,-28767263000,8607072500
473500,32958234000,-14577882000
473520,24659099000,21448767000
473540,64154611000,19414834000
473560,-22976984000,6011210900
473580,-18874214000,5626980000
473600,70963353000,30465353000
473620,-1.08759E+11,-34966718000
473640,34450302000,28580609000
473660,-5501296800,-11089682000
473680,20250756000,-1176087700
473700,40077077000,9479703900
473720,10177422000,21417695000
473740,-22066707000,-29569173000
473760,-1.03845E+11,-9313242000
473780,1.32404E+11,-51329902000
473800,-72059381000,23051191000
473820,57485852000,-10928536000
473840,-41150644000,16662710000
473860,-1.31553E+11,-38245874000
473880,-19601836000,-13448973000
473900,1.24186E+11,1863110600
473920,94456761000,15943277000
473940,30022710000,5988638900
473960,495053180,11538304000
473980,-62160126000,8287035900
474000,1.16774E+11,40229276000
474020,-26561240000,32030940000
474040,-46934737000,38920573000
474060,56920944000,4411313100
474080,-55058199000,-2446917900
474100,-966485380,-10242026000
474120,1.50051E+11,-32108292000
474140,-35190699000,-19515296000
474160,-4884249800,-52643162000
474180,-6823037300,-72159335000
474200,-10671030000,-21759236000
474220,-10284008000,-62203708000
474240,7503283900,-3759850000
474260,70075068000,-12950161000
474280,8054001700,21202423000
474300,-62955951000,-10234672000
474320,-46598909000,15038384000
474340,61789768000,-23910251000
474360,-50105649000,-15829795000
474380,-67589146000,-17560900000
474400,-11666566000,-12829803000
474420,3927712800,-546166460
474440,13916062000,3903064900
474460,40742920000,5074184800
474480,13015000000,11018559000
474500,-30807908000,-9276745000
474520,9324222200,6590725000
474540,36890468000,5370624300
