Step,v_hf_bsurf,v_hf_bsolv
877840,-26173080000,21874465000
877860,1.02182E+11,37233383000
877880,-34904252000,-12567723000
877900,-85643651000,7632680000
877920,62781587000,9956391700
877940,24065369000,-901565180
877960,41224128000,12009232000
877980,-44630382000,25397999000
878000,45458401000,22293145000
878020,33500602000,20795618000
878040,-1.32444E+11,-20603362000
878060,73876881000,44751667000
878080,-77726317000,-12225512000
878100,372518170,37157436000
878120,53108455000,-4361501900
878140,-22432965000,4004629000
878160,22045411000,6901411600
878180,-278843110,9041118000
878200,7022667400,4267814000
878220,-73323218000,-20538880000
878240,4043685100,-17884281000
878260,-17606851000,-7549127300
878280,-52121890000,-31386974000
878300,7469507700,19345560000
878320,-43780181000,-1580257100
878340,33369668000,-28746799000
878360,60296910000,20249038000
878380,-25004454000,-15679451000
878400,-16191814000,3624607000
878420,-13102018000,23327161000
878440,41010841000,-3604756500
878460,23335393000,4603260200
878480,17995135000,24646888000
878500,43174438000,17751453000
878520,-72362978000,3604402500
878540,-60938965000,19863937000
878560,42130490000,-23293164000
878580,-73419336000,-53370568000
878600,24296426000,-1962466300
878620,15489083000,15680924000
878640,-66081410000,-9609657500
878660,37403575000,56453211000
878680,74796252000,-826991070
878700,-42066832000,8263116900
878720,-6780533500,-1671911200
878740,71048391000,9522430700
878760,-20364805000,1130583100
878780,62865538000,21695517000
878800,-1.39984E+11,-34793825000
878820,1560662700,-29222590000
878840,-12749562000,4887999000
878860,20159826000,-21540425000
878880,6831118000,-3855113300
878900,-86267920000,13332607000
878920,-9114697100,-27768420000
878940,33477530000,18979675000
878960,-58985260000,-46798669000
878980,63158018000,17558911000
879000,-36966841000,21570935000
879020,26975975000,27775481000
879040,12710971000,28235541000
879060,20662451000,-10247073000
879080,-27344470000,-2411619200
879100,3300353100,10163023000
879120,63456374000,-3182643400
879140,-48914301000,-7172571600
879160,61957704000,-1591214500
879180,-39271357000,11005143000
879200,36434110000,-27729716000
879220,-54645740000,-20395744000
879240,-74633009000,-33271094000
879260,16084915000,7830820500
879280,31275100000,-2635274000
879300,84743125000,-25033324000
879320,-12515196000,32322631000
879340,-87086657000,35019523000
879360,19754492000,9833021900
879380,-56018039000,-22141536000
879400,1.1915E+11,1422736800
879420,24464425000,-9935520500
879440,-25413992000,13118807000
879460,-53585001000,-407815730
879480,-69492190000,28277159000
879500,33389340000,-10462063000
879520,-61538192000,19810142000
879540,1.41182E+11,16108760000
879560,-19744445000,-14034436000
879580,-64364367000,-59224021000
879600,1.2208E+11,-56152088000
879620,7530448800,-53428138000
879640,27485328000,30887988000
879660,-54943982000,6869480900
879680,-49854396000,28054453000
879700,90938938000,5664165500
879720,-30790244000,14756689000
879740,-8006067300,-15857968000
879760,-79579419000,962259490
879780,13026596000,-10881236000
879800,-40866530000,-27450541000
879820,-47522704000,-3889441000
879840,-24909478000,-12661325000
879860,82386974000,19501925000
879880,-17394990000,38659561000
879900,-91332018000,-16932448000
879920,15967900000,-5711855300
879940,59163704000,16848033000
879960,-29040440000,648737370
879980,79076968000,22852053000
880000,46521261000,-2448398500
880020,25365094000,-6699211500
880040,23389094000,-14443164000
880060,19312339000,-2676432800
880080,57916483000,15438212000
880100,-67547541000,13891899000
880120,21833928000,24362111000
880140,-42306012000,-18095167000
880160,79925456000,11059861000
880180,-11668943000,25799110000
880200,-1.15614E+11,8880777200
880220,91962049000,5273445900
880240,-1.25475E+11,198186410
880260,78827441000,-23232676000
880280,86791547000,-26039064000
880300,-38413684000,-35519099000
880320,62210806000,-17135653000
880340,-29738551000,-9375401200
880360,58039991000,7823584300
880380,-22804955000,-38318518000
880400,19193018000,-6708092400
880420,-1066809300,-10442029000
880440,-51997271000,-31578270000
880460,73286972000,2601406700
880480,-1.02728E+11,-13059080000
880500,76077467000,922168980
880520,9322936700,9048999600
880540,-13953591000,-8203488700
880560,3619099500,-9827155300
880580,-1.03438E+11,2279675600
880600,1.55842E+11,-12414522000
880620,-70591849000,8892724200
880640,13309146000,-5086597600
880660,25289215000,-13930847000
880680,-40537041000,-3421366900
880700,90689666000,44641150000
880720,-1.14183E+11,21119839000
880740,3115732900,16720268000
880760,-29070510000,9601288200
880780,-6574992200,16049041000
880800,-28746149000,17267945000
880820,-43287723000,20579847000
880840,1.23184E+11,16536130000
880860,-71556595000,-4017856500
880880,55956755000,-30698434000
880900,2881284900,-14849330000
880920,39110793000,14485880000
880940,311834830,-9989485000
880960,-74625589000,26185044000
880980,1.24782E+11,10300632000
881000,-1.03038E+11,15883313000
881020,-26271974000,2377644400
881040,-63011412000,-15168114000
881060,9187974700,1870468900
881080,94435443000,-19355574000
881100,-64916554000,19924466000
881120,54614321000,-3065915400
881140,69558022000,-43087159000
881160,-21259628000,71368736000
881180,51231804000,24229568000
881200,-26352390000,29902728000
881220,67087597000,-5751850700
881240,-1.0803E+11,-35072501000
881260,27397644000,306559410
881280,38767667000,-44167703000
881300,-47350579000,-39925417000
881320,60014047000,-27599014000
881340,-35938010000,-13974163000
881360,-11987606000,-9327617800
881380,65856306000,4165829700
881400,-93730116000,-18480878000
881420,39072497000,-31332245000
881440,26409812000,-22142804000
881460,-41764937000,10520171000
881480,13995001000,12094531000
881500,-32475884000,19114628000
881520,12628400000,-5816473700
881540,-6163238900,-4743399200
881560,80735701000,11976484000
881580,-75826521000,23811943000
881600,85580952000,13512431000
881620,10980958000,-1682835800
881640,-1.45439E+11,-18091100000
881660,1.06555E+11,-5398717200
881680,-8687317100,-28978550000
881700,-9093766200,7993541000
881720,44658769000,-14045655000
881740,2252772200,-4152549100
881760,-8707769400,-28060810000
881780,-48654838000,-20525117000
881800,79337431000,-36589659000
881820,-64740968000,-19476468000
881840,92134435000,-7799962600
881860,3476066400,-24530981000
881880,-20068619000,11574937000
881900,-626281860,25432025000
881920,-36589551000,18485879000
881940,1.29103E+11,5325628600
881960,14392837000,3252642600
881980,-67911337000,31575135000
882000,1.08613E+11,-25387005000
882020,-73740382000,16436313000
882040,38304505000,-17591143000
882060,-1.0691E+11,-49867637000
882080,95360045000,-5967035000
882100,6009089200,6434754400
882120,398621620,-18626250000
882140,27100064000,41709016000
882160,-78956974000,-15343259000
882180,46323494000,-26805028000
882200,-54676516000,-42196596000
882220,44726982000,-12856137000
882240,-6112188200,-12030106000
882260,21079437000,12475749000
882280,49365380000,6884801900
882300,12460612000,7197914100
882320,4620558600,18043695000
882340,-16681041000,-27741146000
882360,14148868000,-42321820000
882380,-84796586000,-24383718000
882400,13925887000,-28959293000
882420,59677787000,5487807300
882440,-1.25597E+11,-5941968200
882460,34454447000,-145267970
882480,-83528400000,-4602146400
882500,-3066276400,-6651673700
882520,49183358000,5216153100
882540,-1.13302E+11,-10430271000
882560,93321485000,-12210198000
882580,18234250000,-1137475800
882600,-53988610000,11711148000
882620,71644108000,8808439500
882640,-67937181000,22319592000
882660,81816508000,7707684900
882680,-1.03113E+11,-7828459000
882700,53995195000,11830716000
882720,32180530000,1089486100
882740,-77285596000,3334288100
882760,86991260000,-24437722000
882780,-1.04307E+11,-20637551000
882800,1.10314E+11,-2679352000
882820,-41797140000,-10841640000
882840,98654123000,-9494670100
882860,35956832000,7121619500
882880,-91226134000,-44372999000
882900,98840895000,49240848000
882920,-1.02603E+11,-5034633300
882940,-2472036600,36276660000
882960,-19275768000,19533394000
882980,-38562105000,16849095000
883000,31535005000,-49688000000
883020,-61033535000,6706337200
883040,73189414000,-26343091000
883060,-1.17332E+11,-4812477400
883080,1.20604E+11,15381676000
883100,69706982000,-16054698000
883120,-31984870000,-13550168000
883140,99615343000,-16955740000
883160,-1.62383E+11,4035233200
883180,20264940000,20969670000
883200,-12535244000,-17873199000
883220,-26823243000,-4885864900
883240,95750073000,116600040
883260,-79168197000,11938141000
883280,30053352000,9231445000
883300,-75142079000,22084659000
883320,1.05254E+11,7438866000
883340,47119853000,12143082000
883360,-1.20818E+11,8239814100
883380,1.70424E+11,-29202819000
883400,-1.50302E+11,19190189000
883420,75193819000,5949454000
883440,12217743000,22328866000
883460,-76384957000,-23036586000
883480,66113907000,-1503941300
883500,-98583203000,-26871481000
883520,1.41351E+11,-4200566500
883540,-1.24667E+11,-36365865000
883560,63221137000,32215976000
883580,47096763000,-16983660000
883600,-77429242000,-70571347
883620,99596036000,-14961977000
883640,-1.37983E+11,19856517000
883660,1.21315E+11,-6317972500
883680,-69934765000,-18718409000
883700,14428109000,49619284000
883720,60307829000,16528144000
883740,-98732955000,33481655000
883760,1.16105E+11,53394453000
883780,-51909999000,-3750333500
883800,38933805000,-13796548000
883820,-33710269000,46592880000
883840,-64167236000,-5486674100
883860,93411867000,29547128000
883880,-71232160000,-2890299200
883900,25504225000,5651475100
883920,14944666000,-21699798000
883940,29391870000,13608021000
883960,29610347000,-13321704000
883980,-1.75165E+11,-2072102400
884000,1.1073E+11,3522804900
884020,-20202133000,9966584800
884040,47534765000,28487777000
884060,16732616000,24106318000
884080,-66319233000,7432653100
884100,1.08047E+11,-6717941600
884120,-61336391000,-8903998600
884140,50798443000,-31797825000
884160,-15981033000,-4114497600
884180,33056635000,-27231866000
884200,21502682000,9681396100
884220,-1.29152E+11,-19584643000
884240,1.14932E+11,-12042267000
884260,-40460059000,-35075529000
884280,64512077000,-7187767300
884300,2422859500,31060601000
884320,-4574528900,-4345783200
884340,18693899000,-2696015400
884360,-88404115000,7308902900
884380,34191042000,3824508900
884400,-14063175000,26501580000
884420,48601723000,11589294000
884440,1.02588E+11,-6939093800
884460,-67720039000,-17119638000
884480,1.21407E+11,-15424095000
884500,-1.68873E+11,8456870900
884520,1.86921E+11,4450961500
884540,-14299378000,11494796000
884560,-64692319000,-6653880000
884580,1.30819E+11,-28329678000
884600,-1.55168E+11,38460421000
884620,78519981000,-16358752000
884640,-58168038000,-6908795700
884660,-93438721000,-10410425000
884680,-38138709000,-19815769000
884700,32645453000,4030292600
884720,-9059804200,3953059700
884740,-71895770000,-5180778800
884760,72701611000,48628653
884780,-90213322000,42055813000
884800,14366428000,-6438867400
884820,68973455000,-29194285000
884840,-1.0009E+11,-6969156700
884860,1.78239E+11,22055485000
884880,-1.25932E+11,-24769238000
884900,56264740000,19094856000
884920,-1.07947E+11,-33006678000
884940,-49679717000,-7001611500
884960,54959903000,-21481330000
884980,-23225796000,-32937467000
885000,1.35253E+11,-8746843700
885020,-1.88639E+11,-8384223900
885040,99903005000,7064293800
885060,-9656953100,36208197000
885080,8357872200,-12556393000
885100,84019749000,3598545000
885120,-1.83493E+11,28334358000
885140,50467121000,-17557723000
885160,-66106185000,-4097707300
885180,91944091000,-7144808600
885200,16406713000,-13405317000
885220,-58415882000,3726512900
885240,1.09978E+11,35508758000
885260,-1.26967E+11,39039316000
885280,93587016000,-40041474000
885300,-21166046000,-30487127000
885320,-82303887000,10827003000
885340,61885596000,3037332800
885360,-85998375000,33229015000
885380,1.32941E+11,-16596020000
885400,-1.26615E+11,-16401620000
885420,1.29105E+11,38458687000
885440,-39572412000,-333645640
885460,-38484307000,19960149000
885480,52369076000,42390423000
885500,-38418104000,-15879924000
885520,1.62125E+11,11726801000
885540,-94910654000,-8367312400
885560,-20168987000,-26223708000
885580,-28704782000,44323417000
885600,-1.48725E+11,-26397574000
885620,1.20453E+11,25427366000
885640,-79227959000,-16361965000
885660,53637008000,15415918000
885680,-60444647000,4087445400
885700,-41306300000,18192075000
885720,19992331000,48996733000
885740,-1.10627E+11,20562808000
885760,70422362000,-17018883000
885780,-96145195000,-13777545000
885800,42388198000,13358158000
885820,41119167000,20651132000
885840,46200348000,4015118200
885860,1.09231E+11,28199384000
885880,-39725699000,-9080635200
885900,77717120000,35399587000
885920,-43783905000,18775697000
885940,-30670769000,920109850
885960,8178653100,14711340000
885980,14021170000,-41112375000
886000,15513041000,14642863000
886020,-48225694000,-2608184600
886040,65840792000,-1883487000
886060,-3840034700,-13208842000
886080,56663484000,14689529000
886100,3354688300,1493284900
886120,-1.05042E+11,6485826400
886140,1.37971E+11,-28299253000
886160,-67777497000,-31889360000
886180,37156959000,22689456000
886200,38313038000,-2332188900
886220,-58206795000,-28711816000
886240,83824822000,-25277518000
886260,-1.40482E+11,-40231986000
886280,1.24027E+11,14610642000
886300,-83974811000,-1005157700
886320,-96178840000,-12749991000
886340,1.08661E+11,-55595961000
886360,-1.61233E+11,165943090
886380,68804629000,11565165000
886400,-76952404000,11588214000
886420,1.32047E+11,9483239600
886440,-70212527000,-1615379400
886460,-65691828000,-11617719000
886480,1.10662E+11,11105277000
886500,-9555436000,-20140900000
886520,14225011000,32061894000
886540,-1.23465E+11,2389090700
886560,853376170,934481420
886580,17779787000,-13904137000
886600,-1.01474E+11,-314796300
886620,55663113000,-846556590
886640,-21777178000,15918859000
886660,37359223000,7895009600
886680,48416105000,-8667650900
886700,6300546000,16065553000
886720,70733249000,12073600000
886740,-1.31213E+11,940698630
886760,61580930000,-8204118900
886780,-21754374000,16255102000
886800,47416520000,-28229239000
886820,-14578767000,-1258847000
886840,-38298798000,-15657644000
886860,82302974000,-4866107200
886880,-24546515000,-6123005000
886900,34203503000,-16212775000
886920,-10578610000,53249944000
886940,-1.34739E+11,-12346630000
886960,1.10566E+11,1965050600
886980,-69521199000,-2442272800
887000,94047138000,10182348000
887020,-1.12997E+11,10246032000
887040,-8686121600,36569739000
887060,83498450000,41731200000
887080,-34299755000,11088908000
887100,47630844000,31737237000
887120,-57023844000,6978038300
887140,67804432000,23774551000
887160,-53513370000,30107810000
887180,-21556414000,-32058576000
887200,61200539000,-21430941000
887220,-1.27293E+11,-34590684000
887240,72810713000,-25637311000
887260,-88845821000,27903084000
887280,-15890039000,-15252179000
887300,50385003000,35028579000
887320,-65740258000,4605516700
887340,1.20319E+11,-7991478200
887360,-27370570000,-12251969000
887380,59365515000,-9723945500
887400,-90478812000,-8227688500
887420,-2369483200,23964145000
887440,1.17975E+11,-8112201900
887460,-26126164000,5040354000
887480,1.51505E+11,-3047430800
887500,-55295832000,-5946574400
887520,98635398000,-9659418300
887540,-56504382000,-6792417900
887560,-16174487000,-10140556000
887580,71669041000,-4677780300
887600,-1.10976E+11,9222490800
887620,1.83067E+11,20166278000
887640,-1.40144E+11,12396657000
887660,32685004000,6269544300
887680,17127638000,-52342860000
887700,-83848170000,4782972400
887720,1.2308E+11,18674472000
887740,-1.08864E+11,-17248777000
887760,71974775000,35719970000
887780,4407642100,-1897882400
887800,-14662699000,-11776798000
887820,1.28182E+11,-9656771500
887840,-81003117000,-34452467000
887860,74648230000,-32467058000
887880,-78418154000,-12352061000
887900,27854498000,-3212275400
887920,37323575000,24451340000
887940,-75177531000,1829240900
887960,1.13951E+11,14374364000
887980,-1.14182E+11,10871827000
888000,83449478000,-11074047000
888020,40326843000,-7123300600
888040,-75852020000,-21712167000
888060,93050462000,13278248000
888080,-48690853000,-30555649000
888100,1.68176E+11,8453821200
888120,-63011185000,-8520646600
888140,41477959000,5960932500
888160,-28416345000,38518421000
888180,-45161945000,15026732000
888200,1.06797E+11,-44468270000
888220,-1.37203E+11,24466199000
888240,1.52164E+11,-21427740000
888260,2012018700,-3876343900
888280,-86154425000,-8339555800
888300,65102341000,583909720
888320,-76096766000,-2836141800
888340,76950473000,25565672000
888360,-3352472600,-9172011500
888380,9112344000,8592425600
888400,-21867768000,2744738500
888420,-31523460000,13690167000
888440,-45180453000,3709892500
888460,-2919501600,-1309451600
888480,14265590000,-2476112700
888500,-26453065000,26242339000
888520,-3500536900,-17304710000
888540,76241918000,-14336649000
888560,-32158548000,27810482000
888580,-30742066000,-36957522000
888600,-12592075000,-19880378000
888620,69635308000,22660096000
888640,-99235641000,6591393400
888660,56036059000,-27320716000
888680,-27557559000,17332318000
888700,-44372767000,-16993699000
888720,84703952000,-8192709600
888740,-95417753000,35374905000
888760,4027647500,37880694000
888780,1.2972E+11,23413604000
888800,-1.33046E+11,5614534500
888820,65462736000,16809508000
888840,7212419000,12217416000
888860,-18016843000,-23300208000
888880,24510157000,-9618968200
888900,-61964260000,-14997554000
888920,86744413000,8846336500
888940,-7182001100,15407955000
888960,20103704000,6435145800
888980,-3284431600,12814666000
889000,-1.15663E+11,13541229000
889020,1.0337E+11,-4025005300
889040,-64357362000,15507177000
889060,76195906000,-1193746100
889080,-61884821000,-5460607000
889100,30390000000,8046006100
889120,-54226170000,-3704386400
889140,23322095000,220615960
889160,51155897000,2396995700
889180,-61803028000,-26445232000
889200,76274941000,-28178117000
889220,-66372076000,-10817556000
889240,1.02162E+11,3143647400
889260,-67549331000,-18937196000
889280,-1.00599E+11,25219671000
889300,1.74592E+11,8513419400
889320,-1.6163E+11,7106054600
889340,52190078000,-36909516000
889360,30085406000,-11741557000
889380,46276428000,-5603010000
889400,16243852000,14408300000
889420,-1.22021E+11,4213142600
889440,28798430000,353568590
889460,-3387749700,1275915900
889480,8932506000,13919445000
889500,64502863000,16106756000
889520,-58381692000,49201235000
889540,54034937000,2003685900
889560,-7210031100,5842954100
889580,87561273000,-10777125000
889600,54235410000,9980119800
889620,-41188734000,-24274481000
889640,-56066534000,-26010968000
889660,-49546612000,-53346818000
889680,24678820000,-28456741000
889700,-22327247000,-22320280000
889720,61197963000,-13373696000
889740,-35780682000,-18984556000
889760,-49837806000,-10385920000
889780,16158187000,1669689200
889800,62505775000,18787072000
889820,1.22572E+11,7890382900
889840,-89953861000,-40367619000
889860,30066308000,-8668011600
889880,73910136000,-15271600000
889900,-70005109000,8202654300
889920,23668843000,6431338100
889940,-46104434000,3663959700
889960,-63309017000,3001316700
889980,11173709000,38680933000
890000,-64841972000,16290443000
890020,1.23252E+11,29276067000
890040,-56250578000,48114161000
890060,28440318000,17497702000
890080,-71282816000,32776174000
890100,48036067000,-20725297000
890120,48061975000,13236220000
890140,-1462113700,-15774815000
890160,35257107000,-3144554700
890180,-21734058000,-24003678000
890200,-10968972000,-33091969000
890220,44676687000,-38279083000
890240,51872149000,20647969000
890260,-18674186000,31256628000
890280,-10192203000,-9512457500
890300,2781660100,2500549000
890320,-13332187000,15770257000
890340,15122192000,-12479606000
890360,-39000229000,25269741000
890380,-55485691000,-17373394000
890400,6516162400,-10658816000
890420,48258187000,-19011646000
890440,16444933000,22658022000
890460,-2584669800,23721707000
890480,4117713600,1299451600
890500,-12371966000,23510485000
890520,2478877500,12692580000
890540,-41748464000,15442094000
890560,-40411032000,-20007290000
890580,-40586357000,-48246262000
890600,-51236146000,391083830
890620,38879711000,-34851143000
890640,19264680000,1161588100
890660,-5092589000,489503660
890680,29957267000,-6202602000
890700,-204779160,23452146000
890720,-31898048000,34881323000
890740,-18095424000,-38080759000
890760,-29053971000,2529878400
890780,6968716900,-35515445000
890800,-78417170000,-1210337600
890820,25044078000,11228218000
890840,-39868782000,1077060500
890860,-5560212200,16413705000
890880,68617631000,8087025400
890900,-5794595300,2171684400
890920,40074690000,41979406000
890940,33847749000,288942310
890960,-44399126000,-10821646000
890980,22540957000,-21090565000
891000,-62085347000,-30953949000
891020,21454340000,-21663850000
891040,15035704000,14867227000
891060,-70305330000,19198293000
891080,78404441000,-28373719000
891100,-51575862000,10728929000
891120,46554184000,-26305633000
891140,63624232000,2509121300
891160,-33131993000,-7411485000
891180,-47989433000,-26993005000
891200,-35921118000,-15861929000
891220,65360646000,-8951234100
891240,66207335000,3118294700
891260,10166530000,6936623000
891280,30037996000,-11476551000
891300,-1.86646E+11,31155197000
891320,72666662000,-10277815000
891340,-49281248000,8651525400
891360,17652935000,33681262000
891380,56657535000,2919254500
891400,-68003394000,18735263000
891420,49133531000,4958498000
891440,-31802983000,-12376120000
891460,69493007000,6723735800
891480,-17296692000,-33340874000
891500,28076763000,-13138654000
891520,7507354500,3429665200
891540,-1.29307E+11,43215800000
891560,1.03478E+11,6847894700
891580,16919445000,10779998000
891600,-34464608000,10645471000
891620,-70402232000,249206810
891640,-29967035000,-38759564000
891660,68891556000,-22078592000
891680,-70254356000,9451357600
891700,24223923000,15699557000
891720,22873128000,8058293500
891740,-94302709000,-9575103600
891760,67806667000,8737025000
891780,-56802078000,4640723300
891800,-5993944000,-17243783000
891820,39171448000,9301706300
891840,34209562000,-19541090000
891860,-41632226000,-20854755000
891880,54311392000,-23691976000
891900,24978771000,-11650553000
891920,21114826000,795949020
891940,12744489000,22174480000
891960,-1.44488E+11,-14722164000
891980,12298516000,17159690000
892000,-45563262000,4435903600
892020,44907362000,-1340232100
892040,18827102000,4531429800
892060,-64138962000,22568398000
892080,17620436000,11866926000
892100,-22591292000,5751001700
892120,70324071000,11434930000
892140,1.23383E+11,5594350200
892160,13352565000,14634466000
892180,6303563900,5936475900
892200,-61067914000,7390164900
892220,6732715800,-13432431000
892240,-7013473400,-734649970
892260,9411964100,-16877928000
892280,63613462000,-22140283000
892300,-54006774000,-6158562800
892320,22446178000,1836363700
892340,-41665037000,-37290109000
892360,6621099000,25889087000
892380,33585437000,-14037655000
892400,43451884000,35534406000
892420,-68333562000,20512057000
892440,-60031504000,-13132167000
892460,71975798000,26596895000
892480,39121544000,-15566582000
892500,-81903238000,-4078443200
892520,1.22042E+11,-13992377000
892540,-22708739000,26122732000
892560,10464585000,-21599802000
892580,16273164000,24691696000
892600,98887619000,19188841000
892620,-33642892000,39696801000
892640,-42001215000,38775976000
892660,848546780,18334512000
892680,-32239100000,7187074000
892700,89106018000,-10665771000
892720,-32908912000,6728515400
892740,6682130200,13239775000
892760,54351359000,-36233416000
892780,-14712927000,-21382239000
892800,-5127510300,-22882584000
892820,-69041343000,8868262900
892840,38013676000,10931226000
892860,-63884793000,61582216000
892880,-2904364900,22139504000
892900,-7689752000,-26211293000
892920,-50870391000,-897449020
892940,12018000000,-17743814000
892960,-30850034000,-45830078000
892980,19855372000,-24992177000
893000,27500566000,-25381132000
893020,84114950000,-50802169000
893040,20981623000,-40210837000
893060,20995329000,22777725000
893080,41945097000,60807250000
893100,-1.66288E+11,27364031000
893120,65490322000,3313228700
893140,14543777000,-27107235000
893160,-13907527000,21448611000
893180,98161441000,-8092413200
893200,-1.45393E+11,-12657864000
893220,60481374000,-7362267200
893240,7279728400,11922085000
893260,-57957517000,-13687285000
893280,44314516000,-1351374600
893300,-8644653200,5209078100
893320,48587218000,17100391000
893340,-1.17057E+11,662234700
893360,-20170056000,21100877000
893380,76699020000,5437625000
893400,-1.30486E+11,-7893899300
893420,40482845000,-45101836000
893440,-91898780000,18822826000
893460,39709464000,2552635500
893480,-49255756000,-5803513900
893500,1.42386E+11,-39193134000
893520,-4588156400,-1219275000
893540,-78107893000,19093992000
893560,77155626000,20328248000
893580,-7675777600,-14652590000
893600,-17957711000,-24529579000
893620,-1.08784E+11,-12304769000
893640,9369962500,25311191000
893660,40466598000,-25427430000
893680,-1.03685E+11,11909461000
893700,88854953000,-14301745000
893720,-70839245000,8409765300
893740,46710598000,-45531158000
893760,-25455474000,-8996398800
893780,17641175000,-65701368000
893800,32625994000,5181462400
893820,-1.3614E+11,-2504560100
893840,16835139000,-4053970300
893860,-3066544000,12311039000
893880,-2886320200,5225733700
893900,51078380000,29298425000
893920,-76246642000,64632067000
893940,1.63703E+11,-16503056000
893960,-14837556000,24897981000
893980,-9432217600,17239968000
894000,12858603000,4334128900
894020,-37484451000,15758223000
894040,84768430000,-15144773000
894060,-61633683000,-34780705000
894080,7231865100,-3218436600
894100,-2451105800,-5942351400
894120,43231520000,19503805000
894140,5455132500,20865600000
894160,-49034884000,41681492000
894180,-18187758000,2449855100
894200,-74103036000,15857930000
894220,67645827000,-12528015000
894240,-1.19189E+11,18416572000
894260,1684027700,25546677000
894280,-30710585000,3044506600
894300,19781313000,-239402060
894320,1.03678E+11,20861490000
894340,-86573307000,-5256741900
894360,1.08589E+11,-28418101000
894380,-16142032000,-19436284000
894400,-1961949100,-17126940000
894420,-51494634000,-29076235000
894440,-35317934000,-15792297000
894460,1.02694E+11,13651087000
894480,-99647295000,-12638650000
894500,1.27306E+11,-8275971700
894520,-58196916000,-25914142000
894540,-46555833000,-18425745000
894560,42260141000,38498048000
894580,-6433730500,-945857850
894600,78496396000,10232161000
894620,-76211596000,18222153000
894640,9167219800,55717599000
894660,62560371000,29104651000
894680,-21960767000,-10667092000
894700,-51322534000,-25833836000
894720,80206698000,-35986622000
894740,-34602237000,-24169882000
894760,-61644009000,-36610114000
894780,9520718300,-31525557000
894800,36711469000,-25064764000
894820,-46261507000,-14018327000
894840,-16396343000,30073225000
894860,-41225875000,-10190874000
894880,32543977000,-14583126000
894900,1081507100,-32121755000
894920,31787830000,-45108907000
894940,-37923471000,24222283000
894960,61999294000,-19428446000
894980,47131313000,-27147475000
895000,-22650705000,27139048000
895020,-77062192000,-1695506200
895040,-21093568000,26042903000
895060,-60616041000,20331961000
895080,-43316285000,-18672602000
895100,-22104321000,-11875114000
895120,10202670000,-65892466000
895140,87982928000,2918147900
895160,-39431640000,-3666252600
895180,1.17906E+11,-9423831800
895200,-26691234000,-15189148000
895220,62951554000,27579263000
895240,-27796941000,-13929214000
895260,25409125000,20433827000
895280,42111251000,-656563080
895300,-60602877000,-7575824300
895320,39294299000,18593338000
895340,-52174627000,17972594000
895360,-30393702000,-13534586000
895380,94033381000,27383847000
895400,-17692913000,14575063000
895420,96263841000,-19798996000
895440,-13995571000,4233913000
895460,-26836048000,-28984035000
895480,-30513365,-27707033000
895500,9285019300,18943429000
895520,-6236005800,9418735900
895540,73204344000,-12339974000
895560,51126635000,-7911927000
895580,-39403539000,43638635000
895600,55370713000,29927668000
895620,-16042725000,954586770
895640,-9749757300,10277769000
895660,-21458785000,-45009512000
895680,-12888991000,-40897323000
895700,73485913000,-24433121000
895720,297960100,-19808066000
895740,-1115231400,29077724000
895760,79516406000,21866614000
895780,-72228565000,-16185306000
895800,20887293000,16188239000
895820,18315379000,12324538000
895840,16659122000,-30508574000
895860,-2346008100,-28557257000
895880,-49902957000,-4554167500
895900,-10828142000,-8554663900
895920,-16419812000,19135319000
895940,-13341439000,11119564000
895960,-77776897000,18895901000
895980,27830326000,-10743976000
896000,-46371122000,7035725900
896020,20627123000,-2831536300
896040,64816186000,9410778200
896060,-14442226000,-9869484700
896080,-1.05535E+11,-692004290
896100,3287791600,23566135000
896120,-9209624000,19189400000
896140,1.12287E+11,8693771100
896160,-1.23761E+11,-262121950
896180,67024191000,-20820876000
896200,17657424000,15587421000
896220,-29935944000,-30305392000
896240,14927099000,-14189726000
896260,18822883000,-37834939000
896280,-11696521000,15138131000
896300,-21542224000,24808383000
896320,29487838000,18610068000
896340,1.0436E+11,6896372500
896360,44890092000,-31816164000
896380,-48348782000,-7182697400
896400,-78249880000,-11113770000
896420,38996835000,-19157405000
896440,39844759000,-2294050600
896460,-5329130000,-4137170500
896480,-33905849000,-3656146300
896500,2087872500,3679911900
896520,21491978000,-15912789000
896540,58437781000,-25728788000
896560,28895673000,-36767990000
896580,8256391300,-46351217000
896600,10008829000,-25483849000
896620,-39070197000,-25449100000
896640,-17513289000,11218880000
896660,1.48856E+11,5116681900
896680,-81809176000,20606447000
896700,18769413000,3788765600
896720,17794576000,-20690907000
896740,-43087588000,-148397710
896760,3269109400,5199637800
896780,-35222968000,-5632045500
896800,9006064700,-41568930000
896820,-3122141300,24452555000
896840,64565303000,-2122415100
896860,89098647000,13442395000
896880,-1.31671E+11,-866304630
896900,46511367000,10290420000
896920,-37961828000,16156962000
896940,-40190888000,-9834605100
896960,59808991000,-25009905000
896980,-50158558000,4534440100
897000,33564597000,-27220012000
897020,11807632000,2604338800
897040,-44458950000,-14201294000
897060,-73486733000,-1776573500
897080,60080536000,4073578100
897100,29431590000,29352695000
897120,-54979925000,-26549171000
897140,43816006000,36446272000
897160,-25660940000,-34710408000
897180,84090487000,-5728925200
897200,21035382000,-14515808000
897220,-28920665000,52645011000
897240,-95018379000,-18649584000
897260,-9286191300,40455389000
897280,92948617000,-36796985000
